codrole;codgr;libgr;sougr;libsougr;codal;libal
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18075;boisson au thé aromatisée sucrée type nestea pêche blanche
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18220;citron ou lime préparation à diluer
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18341;boisson gazeuse à la pomme type brut de pomme ou champomy
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18343;boisson au jus de fruits et au lait type danao
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18900;boisson au soja ou tonyu ou lait de soja nature
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;92054;autre boisson rafraîchissante sans alcool
BF;33;boissons alcoolisées;1;vin;5200;vin blanc 11°
BF;33;boissons alcoolisées;1;vin;5201;vin blanc mousseux
BF;33;boissons alcoolisées;1;vin;5203;vin rouge 10°
BF;33;boissons alcoolisées;1;vin;5204;vin rouge 11°
BF;33;boissons alcoolisées;1;vin;5205;vin rouge 12°
BF;33;boissons alcoolisées;1;vin;5206;vin rosé 11°
BF;33;boissons alcoolisées;1;vin;5207;champagne
BF;33;boissons alcoolisées;1;vin;5208;vin rouge 13° et plus
BF;33;boissons alcoolisées;1;vin;5210;vin sans précision
BF;33;boissons alcoolisées;2;bière;5000;bière brune
BF;33;boissons alcoolisées;2;bière;5001;bière cœur de marché à 4-5° d'alcool type kronenbourg ou 33 export
BF;33;boissons alcoolisées;2;bière;5002;bière forte à plus de 8° d'alcool type duvel bavaria 8.6 ou leffe triple
BF;33;boissons alcoolisées;2;bière;5010;bière spéciale à 5-6° d'alcool type 1664 pelforth ambrée ou fischer heineken
BF;33;boissons alcoolisées;2;bière;5011;bière de spécialités ou d'abbaye régionales ou de brasserie degré d'alcool varia
BF;33;boissons alcoolisées;3;cidre;5003;cidre
BF;33;boissons alcoolisées;3;cidre;5006;cidre brut
BF;33;boissons alcoolisées;3;cidre;5007;cidre doux
BF;33;boissons alcoolisées;3;cidre;5020;cidre traditionnel
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1000;pastis
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1001;eau-de-vie
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1002;gin
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1003;liqueurs
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1004;rhum
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1005;whisky
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1006;vin doux naturel ou vin muté autre que porto type muscat banyuls ou maury
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1007;apéritif à base de vin ou vermouth type martini
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1008;vodka
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;1009;apéritif à la gentiane
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;90150;cognac armagnac
BF;33;boissons alcoolisées;4;spiritueux et vins cuits;90152;porto
BF;33;boissons alcoolisées;5;cocktails et mélanges;42;cocktail type punch planteur
BF;33;boissons alcoolisées;5;cocktails et mélanges;43;cocktail alcoolisé
BF;33;boissons alcoolisées;5;cocktails et mélanges;1010;pastis prêt à boire (1+5)
BF;33;boissons alcoolisées;5;cocktails et mélanges;1017;sangria
BF;33;boissons alcoolisées;5;cocktails et mélanges;1018;kir
BF;33;boissons alcoolisées;5;cocktails et mélanges;1019;kir royal
BF;33;boissons alcoolisées;5;cocktails et mélanges;5004;panaché
BF;33;boissons alcoolisées;5;cocktails et mélanges;5100;pétillant de fruits
BC;34;café;99;sans;18004;café noir prêt à boire non sucré
BC;34;café;99;sans;18005;café soluble en poudre
BC;34;café;99;sans;18070;café décaféiné prêt à boire non sucré
BC;34;café;99;sans;18071;café expresso non sucré
BC;34;café;99;sans;18072;café soluble décaféiné reconstitué prêt à boire non sucré
BC;34;café;99;sans;18073;café soluble reconstitué prêt à boire non sucré
BC;34;café;99;sans;18151;café au lait ou café crème ou cappuccino non sucré
BC;35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18002;boisson cacaotée sucrée au lait type cacolac
BC;35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18100;cacao en poudre non sucré type van houten
BC;35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18101;poudre cacaotée et sucrée pour boisson au chocolat
BC;35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18104;boisson instantanée cacaotée sucrée reconstituée
BC;35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18105;poudre cacaotée sucrée enrichie pour boisson
BC;35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18106;boisson instantanée cacaotée enrichie en vitamines reconstituée
BC;35;autres boissons chaudes;2;chicorée et poudre maltée;18102;poudre maltée et sucrée pour boisson
BC;35;autres boissons chaudes;2;chicorée et poudre maltée;18150;poudre soluble à base de chicorée et de café type ricoré
BC;35;autres boissons chaudes;2;chicorée et poudre maltée;18152;chicorée en poudre soluble type leroux
BC;35;autres boissons chaudes;3;thé et infusions;18020;thé infusé non sucré
BC;35;autres boissons chaudes;3;thé et infusions;18022;tisane infusée non sucrée
PC;36;pizzas, quiches et pâtisseries salées;1;pizzas;25404;pizza au fromage
PC;36;pizzas, quiches et pâtisseries salées;1;pizzas;25435;pizza jambon fromage
PC;36;pizzas, quiches et pâtisseries salées;1;pizzas;25472;pizza 4 saisons
PC;36;pizzas, quiches et pâtisseries salées;1;pizzas;25478;pizza 4 fromages
PC;36;pizzas, quiches et pâtisseries salées;1;pizzas;25515;pizza spéciale
PC;36;pizzas, quiches et pâtisseries salées;1;pizzas;25516;pizza sans précision
PC;36;pizzas, quiches et pâtisseries salées;1;pizzas;25548;pizza royale (jambon fromage champignon)
PC;36;pizzas, quiches et pâtisseries salées;1;pizzas;92051;autre pizza
PC;36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;7814;cake salé avec garniture (viande poisson volaille fromage légumes …)
PC;36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25405;quiche lorraine
PC;36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25417;tarte aux légumes
PC;36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25444;tarte au fromage ou quiche au fromage
PC;36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25550;flamenkueche (tarte salée aux lardons)
PC;36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25553;tarte aux poireaux
PC;36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25554;tarte provençale à la tomate
PC;36;pizzas, quiches et pâtisseries salées;2;quiches et tartes salées;25555;tarte au saumon et à l'oseille
PC;36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25151;feuilleté au saumon
PC;36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25401;friand au fromage artisanal
PC;36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25402;friand à la viande artisanal
PC;36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25418;croissant au jambon
PC;36;pizzas, quiches et pâtisseries salées;3;feuilletés et friands;25508;feuilleté fourré béchamel jambon fromage
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25431;sandwich baguette thon crudités
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25475;sandwich baguette jambon œuf dur crudités
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25476;sandwich baguette poulet crudités
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25488;sandwich baguette saumon fumé beurre
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25517;sandwich baguette jambon beurre
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25518;sandwich baguette camembert ou autre fromage et beurre
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25519;sandwich baguette pâté cornichons
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25520;sandwich baguette saucisson sec beurre
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25521;sandwich baguette jambon emmental beurre
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25522;sandwich sans précision
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25530;sandwich baguette crudités diverses mayonnaise
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25531;sandwich baguette dinde crudités
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25532;sandwich baguette œuf crudités
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25533;sandwich baguette porc crudités
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25535;sandwich baguette merguez ketchup moutarde
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25536;sandwich baguette salami beurre
PC;37;sandwichs, casse-croûte;1;sandwichs baguette;25543;sandwich baguette sans précision
PC;37;sandwichs, casse-croûte;2;hamburgers et hot-dog;25403;hot-dog
PC;37;sandwichs, casse-croûte;2;hamburgers et hot-dog;25413;hamburger
PC;37;sandwichs, casse-croûte;2;hamburgers et hot-dog;25414;cheeseburger
PC;37;sandwichs, casse-croûte;2;hamburgers et hot-dog;25415;cheeseburger double
PC;37;sandwichs, casse-croûte;3;autres sandwichs;25400;croque-monsieur
PC;37;sandwichs, casse-croûte;3;autres sandwichs;25428;sandwich grec ou kebab pita et crudités
PC;37;sandwichs, casse-croûte;3;autres sandwichs;25434;sandwich panini jambon cru mozzarella et tomates
PC;37;sandwichs, casse-croûte;3;autres sandwichs;25513;pan bagna
PC;37;sandwichs, casse-croûte;3;autres sandwichs;25523;canapés ou toasts salés aux garnitures variées
PC;37;sandwichs, casse-croûte;3;autres sandwichs;25542;croque-madame (à l'œuf)
PC;37;sandwichs, casse-croûte;3;autres sandwichs;25544;sandwich pain de mie garnitures diverses sans précision
PC;37;sandwichs, casse-croûte;3;autres sandwichs;92055;autre sandwich
PC;38;soupes et bouillons;1;potages et soupes;25900;soupe aux lentilles
PC;38;soupes et bouillons;1;potages et soupes;25902;soupe aux légumes type fait maison
PC;38;soupes et bouillons;1;potages et soupes;25903;soupe aux légumes préemballée à réchauffer
PC;38;soupes et bouillons;1;potages et soupes;25904;soupe de poissons et/ou de crustacés préemballée à réchauffer
PC;38;soupes et bouillons;1;potages et soupes;25905;soupe aux légumes déshydratée reconstituée
PC;38;soupes et bouillons;1;potages et soupes;25906;soupe poireau pomme de terre type fait maison
PC;38;soupes et bouillons;1;potages et soupes;25907;soupe poireau pomme de terre préemballée à réchauffer
PC;38;soupes et bouillons;1;potages et soupes;25908;soupe à la volaille et aux vermicelles préemballée à réchauffer ou déshydratée r
PC;38;soupes et bouillons;1;potages et soupes;25910;soupe à l'oignon
PC;38;soupes et bouillons;1;potages et soupes;25912;soupe aux champignons
PC;38;soupes et bouillons;1;potages et soupes;25914;soupe à la tomate préemballée à réchauffer ou déshydratée reconstituée
PC;38;soupes et bouillons;1;potages et soupes;25916;minestrone préemballée à réchauffer ou déshydratée reconstituée
PC;38;soupes et bouillons;1;potages et soupes;25917;soupe au pistou préemballée à réchauffer ou déshydratée reconstituée
PC;38;soupes et bouillons;1;potages et soupes;25922;soupe chinoise
PC;38;soupes et bouillons;1;potages et soupes;25945;soupe au potiron
PC;38;soupes et bouillons;2;bouillons;25909;bouillon de viande et de légumes
PC;38;soupes et bouillons;2;bouillons;25946;bouillon de viande déshydraté reconstitué type bouillon de bœuf knorr
PC;38;soupes et bouillons;2;bouillons;25947;bouillon de volaille déshydraté reconstitué type bouillon de poule knorr
PC;38;soupes et bouillons;2;bouillons;25948;bouillon végétal
PC;39;plats composés;1;plats garnis à base de viande;25001;blanquette de veau
PC;39;plats composés;1;plats garnis à base de viande;25002;cassoulet en conserve
PC;39;plats composés;1;plats garnis à base de viande;25003;choucroute garnie en conserve
PC;39;plats composés;1;plats garnis à base de viande;25010;petit salé aux lentilles ou saucisse aux lentilles
PC;39;plats composés;1;plats garnis à base de viande;25013;pot-au-feu
PC;39;plats composés;1;plats garnis à base de viande;25029;couscous de mouton garni
PC;39;plats composés;1;plats garnis à base de viande;25031;paella
PC;39;plats composés;1;plats garnis à base de viande;25033;bœuf bourguignon
PC;39;plats composés;1;plats garnis à base de viande;25065;bœuf carottes
PC;39;plats composés;1;plats garnis à base de viande;25067;osso buco à la milanaise
PC;39;plats composés;1;plats garnis à base de viande;25071;potée auvergnate
PC;39;plats composés;1;plats garnis à base de viande;25092;poulet basquaise au riz
PC;39;plats composés;1;plats garnis à base de viande;25093;poulet basquaise aux pâtes
PC;39;plats composés;1;plats garnis à base de viande;25111;chili con carne
PC;39;plats composés;1;plats garnis à base de viande;25116;poulet au curry avec riz ou semoule préemballé
PC;39;plats composés;1;plats garnis à base de viande;25124;navarin d'agneau
PC;39;plats composés;1;plats garnis à base de viande;25127;couscous royal à la viande
PC;39;plats composés;1;plats garnis à base de viande;25138;couscous au poulet
PC;39;plats composés;1;plats garnis à base de viande;25159;tajine de mouton
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25009;hachis parmentier
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25019;raviolis à la viande à la sauce tomate en conserve
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25056;gratin dauphinois
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25080;cannellonis à la viande
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25081;lasagnes à la bolognaise
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25085;pâtes à la bolognaise
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25109;spaghettis à la sauce tomate
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25122;gratin de pâtes
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25135;pâtes à la carbonara
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25137;tartiflette
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25156;ravioles ou raviolis au fromage
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25606;salade de pommes de terre
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25615;salade de pâtes végétarienne
PC;39;plats composés;2;plats à base de pâtes ou de pommes de terre;25619;salade de pâtes au légumes, avec thon ou viande
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;10023;beignet de crevette industriel
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25108;samossas
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25409;crêpe fourrée béchamel jambon
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25410;crêpe fourrée béchamel jambon fromage
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25412;bouchée à la reine au poulet
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25419;rouleau de printemps
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25420;nem ou pâté impérial
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25433;acra de morue
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25438;brick garni (garniture : crevettes légumes volaille viande poisson…)
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25503;bouchée à la reine au poisson et fruits de mer
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25512;nugget de volaille
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25549;crêpe fourrée béchamel fromage
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25551;beignet salé fourré de viande volaille ou poisson
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25552;crêpe fourrée béchamel jambon fromage champignon
PC;39;plats composés;3;beignets, crêpes et bouchées à la reine;25556;beignet de légumes
PC;39;plats composés;4;plats sans garniture;577;brandade de morue recette traditionnelle
PC;39;plats composés;4;plats sans garniture;8395;jambon en croûte
PC;39;plats composés;4;plats sans garniture;8601;tripes à la mode de caen artisanales
PC;39;plats composés;4;plats sans garniture;8913;quenelle de volaille en conserve
PC;39;plats composés;4;plats sans garniture;8934;quenelle de poisson cuite
PC;39;plats composés;4;plats sans garniture;8935;quenelle au naturel en conserve
PC;39;plats composés;4;plats sans garniture;8936;quenelle en sauce en conserve
PC;39;plats composés;4;plats sans garniture;20914;escalopes végétales à base de soja
PC;39;plats composés;4;plats sans garniture;25089;cordon bleu de volaille type père dodu ou le gaulois
PC;39;plats composés;4;plats sans garniture;25121;coq au vin
PC;39;plats composés;4;plats sans garniture;25125;paupiette de veau
PC;39;plats composés;4;plats sans garniture;25126;paupiette de volaille
PC;39;plats composés;4;plats sans garniture;25146;poisson sauce oseille type cabillaud à l'oseille marie
PC;39;plats composés;4;plats sans garniture;25172;viande en sauce sans précision
PC;39;plats composés;4;plats sans garniture;25174;poulet au curry
PC;39;plats composés;4;plats sans garniture;26054;poisson en sauce surgelé
PC;39;plats composés;5;plats à base de fromage;25020;soufflé au fromage
PC;39;plats composés;5;plats à base de fromage;25437;gougère
PC;39;plats composés;5;plats à base de fromage;25509;fondue savoyarde (fondue au fromage)
PC;39;plats composés;6;plats à base de légumes;25103;tomate farcie
PC;39;plats composés;6;plats à base de légumes;25123;moussaka
PC;39;plats composés;6;plats à base de légumes;25130;gratin endives jambon
PC;39;plats composés;6;plats à base de légumes;25162;gratin de légumes
PC;39;plats composés;6;plats à base de légumes;25511;légumes divers farcis sauf tomate
PC;39;plats composés;6;plats à base de légumes;25524;tomate à la provençale
PC;39;plats composés;7;garnitures composées;25088;riz cantonais
PC;39;plats composés;7;garnitures composées;25601;salade de thon et légumes en conserve
PC;39;plats composés;7;garnitures composées;25602;salade composée avec viande ou poisson en conserve
PC;39;plats composés;7;garnitures composées;25608;taboulé ou salade de couscous
PC;39;plats composés;7;garnitures composées;25614;salade de riz
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;15016;crème de marrons vanillée en conserve
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;20905;crème dessert au soja nature rayon frais type sojasun nature
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;20909;crème dessert au soja aux fruits rayon frais type sojadélice aux pruneaux
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;20911;crème dessert au soja aromatisée rayon frais type sojasun chocolat
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39132;dessert au lait gélifié aromatisé au chocolat type dany
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39200;crème dessert au chocolat industrielle type danette ou petits filous
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39208;chocolat viennois ou liégeois
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39214;crème dessert à la vanille en conserve type mont-blanc ou yabon
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39221;dessert au lait gélifié aromatisé nappé de caramel type flanby
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39224;crème dessert allégée en matière grasse rayon frais type taillefine chocolat ou
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39229;crème dessert à la vanille enrichie en crème rayon frais type la laitière de nes
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39230;crème dessert rayon frais type danette
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39505;crème dessert appertisée type mont blanc ou yabon
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39506;crème dessert au chocolat en conserve
PS;41;entremets, crèmes desserts et laits gélifiés;1;crème dessert et lait gélifié;39511;crème dessert rayon frais ou appertisée sans précision
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;23525;flan pâtissier aux œufs ou à la parisienne
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;23535;gâteau de semoule en conserve type yabon ou mont-blanc
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;23536;gâteau de riz nappé de caramel rayon frais
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;24999;entremet sans précision
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;25445;tiramisu
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39206;mousse au chocolat industrielle rayon frais
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39209;crème caramel type charles gervais
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39211;crème dessert aux œufs ou crème renversée type senoble crème aux œufs saveur van
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39212;riz au lait rayon frais
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39213;crème brûlée
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39215;île flottante ou œufs à la neige
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39216;clafoutis aux fruits
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39218;gâteau de semoule au lait rayon frais
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39228;mousse aux fruits
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39700;crème anglaise
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;39710;crème pâtissière
PS;41;entremets, crèmes desserts et laits gélifiés;2;entremets;92056;autre dessert type entremet
PS;42;compotes et fruits cuits;1;compotes;13038;compote de pomme en conserve
PS;42;compotes et fruits cuits;1;compotes;13108;compote de fruits divers en conserve
PS;42;compotes et fruits cuits;1;compotes;13109;compote de fruits divers allégée en conserve
PS;42;compotes et fruits cuits;1;compotes;13998;coulis de fruits rouges framboises fraises groseilles cassis
PS;42;compotes et fruits cuits;2;fruits au sirop;13003;ananas au sirop en conserve
PS;42;compotes et fruits cuits;2;fruits au sirop;13022;litchi en conserve
PS;42;compotes et fruits cuits;2;fruits au sirop;13049;macédoine de fruits au sirop en conserve
PS;42;compotes et fruits cuits;2;fruits au sirop;13068;cerise au sirop en conserve
PS;42;compotes et fruits cuits;2;fruits au sirop;13096;abricot au sirop en conserve
PS;42;compotes et fruits cuits;2;fruits au sirop;13097;pêche au sirop en conserve
PS;42;compotes et fruits cuits;2;fruits au sirop;13098;poire au sirop en conserve
C;43;condiments et sauces;1;sauces;11012;mayonnaise allégée
C;43;condiments et sauces;1;sauces;11031;mayonnaise à l'huile de tournesol
C;43;condiments et sauces;1;sauces;11054;mayonnaise
C;43;condiments et sauces;1;sauces;11100;sauce barbecue
C;43;condiments et sauces;1;sauces;11102;sauce béarnaise
C;43;condiments et sauces;1;sauces;11105;sauce hollandaise
C;43;condiments et sauces;1;sauces;11106;sauce mornay
C;43;condiments et sauces;1;sauces;11107;sauce tomate sans viande
C;43;condiments et sauces;1;sauces;11108;vinaigrette à l'huile d'olive
C;43;condiments et sauces;1;sauces;11109;vinaigrette allégée
C;43;condiments et sauces;1;sauces;11110;vinaigrette sans précision
C;43;condiments et sauces;1;sauces;11113;sauce béchamel en brique
C;43;condiments et sauces;1;sauces;11114;sauce tomate à la viande ou bolognaise type panzani ou buitoni
C;43;condiments et sauces;1;sauces;11132;sauce au curry
C;43;condiments et sauces;1;sauces;11157;sauce moutarde
C;43;condiments et sauces;1;sauces;11158;sauce au beurre
C;43;condiments et sauces;1;sauces;11159;sauce à la crème
C;43;condiments et sauces;1;sauces;11160;sauce aux champignons
C;43;condiments et sauces;1;sauces;11161;sauce à la crème aux épices
C;43;condiments et sauces;1;sauces;11162;sauce à la crème aux herbes
C;43;condiments et sauces;1;sauces;11163;sauce aigre-douce
C;43;condiments et sauces;1;sauces;11164;sauce au vin rouge
C;43;condiments et sauces;1;sauces;11165;sauce au fromage
C;43;condiments et sauces;1;sauces;11166;sauce au yaourt
C;43;condiments et sauces;1;sauces;11179;sauce pesto
C;43;condiments et sauces;1;sauces;11184;sauce sans précision
C;43;condiments et sauces;1;sauces;81055;mayonnaise ajoutée au service
C;43;condiments et sauces;1;sauces;81057;sauce blanche ajoutée au service
C;43;condiments et sauces;1;sauces;81059;sauce moutarde ajoutée au service
C;43;condiments et sauces;1;sauces;81061;vinaigrette ajoutée au service
C;43;condiments et sauces;1;sauces;81063;vinaigrette allégée ajoutée au service
C;43;condiments et sauces;1;sauces;81066;sauce au fromage blanc ajoutée au service
C;43;condiments et sauces;1;sauces;81069;sauce au poivre ajoutée au service
C;43;condiments et sauces;1;sauces;92507;autre sauce
C;43;condiments et sauces;2;herbes aromatiques;11002;cerfeuil frais
C;43;condiments et sauces;2;herbes aromatiques;11003;ciboule ou ciboulette fraîche
C;43;condiments et sauces;2;herbes aromatiques;11014;persil frais
C;43;condiments et sauces;2;herbes aromatiques;11027;menthe fraîche
C;43;condiments et sauces;2;herbes aromatiques;11033;basilic frais
C;43;condiments et sauces;2;herbes aromatiques;11038;thym sec
C;43;condiments et sauces;2;herbes aromatiques;11080;herbes aromatiques fraîches
C;43;condiments et sauces;3;sel et épices;11005;curry en poudre
C;43;condiments et sauces;3;sel et épices;11006;gingembre moulu
C;43;condiments et sauces;3;sel et épices;11015;poivre noir moulu
C;43;condiments et sauces;3;sel et épices;11017;sel fin ou gros
C;43;condiments et sauces;3;sel et épices;11025;cannelle
C;43;condiments et sauces;3;sel et épices;11026;coriandre en graines
C;43;condiments et sauces;3;sel et épices;11030;sel de mer
C;43;condiments et sauces;3;sel et épices;11042;cumin en graines
C;43;condiments et sauces;3;sel et épices;11081;épices sans précision
C;43;condiments et sauces;4;condiments d'accompagnement;11004;cornichon au vinaigre
C;43;condiments et sauces;4;condiments d'accompagnement;11008;ketchup
C;43;condiments et sauces;4;condiments d'accompagnement;11013;moutarde
C;43;condiments et sauces;4;condiments d'accompagnement;11016;raifort cru
C;43;condiments et sauces;4;condiments d'accompagnement;11040;câpres
C;43;condiments et sauces;4;condiments d'accompagnement;11043;tapenade d'olives
C;43;condiments et sauces;4;condiments d'accompagnement;13032;olive noire en saumure
C;43;condiments et sauces;4;condiments d'accompagnement;13033;olive verte en saumure
C;43;condiments et sauces;5;condiments d'assaisonnement;11000;ail frais
C;43;condiments et sauces;5;condiments d'assaisonnement;11001;cube pour bouillon de bœuf
C;43;condiments et sauces;5;condiments d'assaisonnement;11018;vinaigre
C;43;condiments et sauces;5;condiments d'assaisonnement;11104;sauce de soja
C;43;condiments et sauces;5;condiments d'assaisonnement;20068;concentré de tomate
A;44;aliments destinés à une alimentation particulière;99;sans;11007;gélatine
A;44;aliments destinés à une alimentation particulière;99;sans;11009;levure alimentaire
A;44;aliments destinés à une alimentation particulière;99;sans;17610;huile de poisson
A;44;aliments destinés à une alimentation particulière;99;sans;17999;huile de paraffine
A;44;aliments destinés à une alimentation particulière;99;sans;18351;boisson énergisante type drak dog burn energy drink
A;44;aliments destinés à une alimentation particulière;99;sans;20904;tofu
A;44;aliments destinés à une alimentation particulière;99;sans;31019;édulcorant à l'aspartame
A;44;aliments destinés à une alimentation particulière;99;sans;31104;barre céréalière diététique hypocalorique type gerlinéa nesvital nutrition & san
A;44;aliments destinés à une alimentation particulière;99;sans;42000;substitut de repas hypocalorique genre crème dessert ultrafrais en pot tout arôm
A;44;aliments destinés à une alimentation particulière;99;sans;42003;substitut de repas hypocalorique liquide à boire type gerlinéa tout arôme
A;44;aliments destinés à une alimentation particulière;99;sans;42004;substitut de repas hypocalorique à boire poudre reconstituée avec lait écrémé to
A;44;aliments destinés à une alimentation particulière;99;sans;42005;substitut de repas hypocalorique genre milk-shake poudre reconstituée avec lait
A;44;aliments destinés à une alimentation particulière;99;sans;42500;petit déjeuner pour bébé à base de lait + céréales ou farine type blédi dej
A;44;aliments destinés à une alimentation particulière;99;sans;42600;petit pot pour bébés type viande ou poisson + légumes
A;44;aliments destinés à une alimentation particulière;99;sans;81064;édulcorant ajouté au service
A;44;aliments destinés à une alimentation particulière;99;sans;81073;huile de paraffine ajoutée au service
