,alpha,beta,omega_ini,seuil_acc,user,cluster,id_user,nojour,tyrep,avecqui,repas,substitution,reponse,omega,epsilon
251,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,13,gouter,seul,"['café', 'eau de source', 'eau du robinet', 'confiture et miel', 'sucre et assimilés']",(),False,0.15999999999999998,0.8022000000000014
252,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,13,gouter,accompagne,"['jus de fruits (purs et à base  de concentré)', 'lait en bouteille ou en brique', 'fruits']",(),False,0.2,0.8108000000000017
253,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,13,gouter,seul,"['eau du robinet', 'autres boissons fraîches']","('autres boissons fraîches', 'eau du robinet')",True,0.15999999999999998,0.8152000000000008
254,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,13,gouter,seul,"['eau minérale plate', 'sodas et colas', 'fromages fondus', 'lait en bouteille ou en brique', 'céréales sucrées, glacées ou au miel', 'sucre et assimilés']",(),False,0.2,0.8280000000000012
255,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,13,diner,accompagne,"['haricots verts et petits pois (légumes potagers)', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'biscuits sucrés', 'fruits']","('biscuits sucrés', 'fruits')",True,0.2,0.8372000000000015
256,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,13,diner,accompagne,"['eau du robinet', 'jus de fruits (purs et à base  de concentré)', 'pain', 'beurre', 'fruits']",(),False,0.15999999999999998,0.8022000000000014
257,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,13,diner,seul,"['pain', 'huile', 'margarine', 'mélanges', 'autres sandwichs', 'pizzas', 'potages et soupes', 'fromages affinés']","('fromages affinés', 'yaourts et assimilés')",False,0.2,0.8064000000000018
258,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,13,diner,accompagne,"['eau de source', 'légumes fruits', 'beurre', 'margarine', 'fromages fondus', 'sucre et assimilés']","('beurre', 'huile')",True,0.15999999999999998,0.8110000000000008
259,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,13,diner,seul,"['thé et infusions', 'eau du robinet', 'eau minérale plate', 'sauces', 'sel et épices', 'margarine', 'poissons de mer']","('sel et épices', 'herbes aromatiques')",True,0.2,0.8237000000000012
260,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,14,petit-dejeuner,seul,"['céréales sucrées, glacées ou au miel', 'viennoiserie', 'confiture et miel']","('viennoiserie', 'fruits')",True,0.2,0.8328000000000015
261,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,14,petit-dejeuner,accompagne,"['café', 'chicorée et poudre maltée', 'eau minérale plate', 'jus de fruits (purs et à base  de concentré)', 'pain', 'beurre', 'fruits', 'sucre et assimilés']","('beurre', 'huile')",False,0.15999999999999998,0.7979000000000014
262,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,14,petit-dejeuner,seul,"['eau du robinet', 'pain', 'beurre', 'confiture et miel']","('beurre', 'margarine')",False,0.2,0.8020000000000018
263,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,14,petit-dejeuner,accompagne,"['jus de fruits (purs et à base  de concentré)', 'lait en bouteille ou en brique', 'viennoiserie']","('viennoiserie', 'fruits')",False,0.15999999999999998,0.8068000000000008
264,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,14,petit-dejeuner,accompagne,"['café', 'eau du robinet', 'beurre', 'margarine', 'lait en bouteille ou en brique']","('beurre', 'margarine')",True,0.2,0.8194000000000012
265,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,14,dejeuner,accompagne,"['café', 'sauces', 'huile', 'pâtés, terrines, rillettes et foie gras', 'saucisses, saucissons, andouilles et boudins', 'fromages affinés', 'yaourts et assimilés']","('saucisses, saucissons, andouilles et boudins', 'boeuf en pièces ou haché')",True,0.2,0.8284000000000016
266,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,14,dejeuner,seul,"['autre eau', 'pain', 'riz', 'huile', 'boeuf en pièces ou haché', 'jambons et charcuteries en pièces', 'poissons de mer', 'fruits', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.15999999999999998,0.7936000000000014
267,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,14,dejeuner,accompagne,"['café', 'vin', 'pain', 'haricots verts et petits pois (légumes potagers)', 'hamburgers et hot-dog', 'plats à base de pâtes ou de pommes de terre', 'fruits']","('café', 'thé et infusions')",False,0.2,0.7976000000000019
268,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,14,dejeuner,seul,"['porc', 'produits dérivés des poissons', 'plats à base de légumes', 'sandwichs baguette', 'fruits', 'chocolat en tablettes', 'gâteaux']","('chocolat en tablettes', 'fruits')",True,0.15999999999999998,0.8026000000000009
269,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,14,dejeuner,accompagne,"['aliments destinés à une alimentation particulière', 'eau de source', 'sodas et colas', 'pain', 'pommes de terre et apparentés', 'légumes fruits', 'beurre', 'huile', 'boeuf en pièces ou haché', 'gâteaux']","('gâteaux', 'fruits')",True,0.2,0.8151000000000013
270,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,14,gouter,accompagne,"['café', 'eau du robinet', 'eau minérale plate', 'céréales sucrées, glacées ou au miel', 'gâteaux']","('gâteaux', 'fruits')",True,0.2,0.8240000000000016
271,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,14,gouter,accompagne,"['eau du robinet', 'fruits']",(),False,0.15999999999999998,0.7936000000000014
272,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,14,gouter,seul,"['biscuits sucrés', 'sucre et assimilés']","('biscuits sucrés', 'viennoiserie')",False,0.2,0.7932000000000019
273,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,14,gouter,accompagne,"['café', 'eau du robinet', 'eau minérale gazeuse', 'biscuits sucrés']","('biscuits sucrés', 'fruits')",False,0.15999999999999998,0.7984000000000009
274,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,14,gouter,seul,"['thé et infusions', 'eau du robinet', 'jus de fruits (purs et à base  de concentré)', 'crème fraîche', 'céréales sucrées, glacées ou au miel']",(),False,0.2,0.8151000000000013
275,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,14,diner,seul,"['eau de source', 'vin', 'légumes fruits', 'mollusques et coquillage', 'garnitures composées', 'yaourts et assimilés', 'fruits']",(),False,0.2,0.8240000000000016
276,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,14,diner,accompagne,"['pain', 'haricots verts et petits pois (légumes potagers)']","('pain', 'riz')",False,0.15999999999999998,0.7893000000000014
277,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,14,diner,accompagne,"['beurre', 'huile', 'margarine', 'jambons et charcuteries en pièces', 'porc', 'pizzas', 'potages et soupes', 'fromages affinés']","('beurre', 'huile')",False,0.2,0.7888000000000019
278,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,14,diner,accompagne,"['herbes aromatiques', 'sauces', 'pain', 'boeuf en pièces ou haché', 'crème fraîche']","('crème fraîche', 'yaourts et assimilés')",True,0.15999999999999998,0.7942000000000009
279,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,14,diner,accompagne,"['sauces', 'pain', 'pommes de terre et apparentés', 'légumes tiges', 'margarine', 'plats à base de pâtes ou de pommes de terre']",(),False,0.2,0.8151000000000013
280,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,15,petit-dejeuner,seul,"['beurre', 'lait en bouteille ou en brique', 'céréales sucrées, glacées ou au miel', 'sucre et assimilés']","('céréales sucrées, glacées ou au miel', 'compotes')",False,0.2,0.8196000000000017
281,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,15,petit-dejeuner,accompagne,"['pain', 'beurre', 'fromages affinés', 'fruits', 'confiture et miel', 'sucre et assimilés']","('fromages affinés', 'lait en bouteille ou en brique')",True,0.15999999999999998,0.7850000000000015
282,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,15,petit-dejeuner,seul,"['jus de fruits (purs et à base  de concentré)', 'fruits', 'confiture et miel', 'sucre et assimilés']",(),False,0.2,0.7888000000000019
283,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,15,petit-dejeuner,seul,['lait en bouteille ou en brique'],(),False,0.15999999999999998,0.7942000000000009
284,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,15,petit-dejeuner,accompagne,"['café', 'margarine', 'lait en bouteille ou en brique', 'fruits', 'confiture et miel']",(),False,0.2,0.8151000000000013
285,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,15,dejeuner,accompagne,"['eau minérale plate', 'herbes aromatiques', 'pain', 'légumes racines, tubercules ou bulbes', 'légumes fruits', 'beurre', 'huile', 'oeufs et dérivés', 'pâtés, terrines, rillettes et foie gras', 'saucisses, saucissons, andouilles et boudins', 'veau', 'fromages affinés', 'compotes']","('beurre', 'huile')",True,0.2,0.8152000000000017
286,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,15,dejeuner,accompagne,"['café', 'sauces', 'pain', 'pâtes alimentaires', 'riz', 'champignons', 'légumes feuilles', 'légumes fruits', 'huile', 'oeufs et dérivés', 'volailles et lapins', 'fruits']",(),False,0.15999999999999998,0.7850000000000015
287,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,15,dejeuner,seul,"['eau du robinet', 'boeuf en pièces ou haché', 'oeufs et dérivés', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.19,0.784400000000002
288,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,15,dejeuner,accompagne,"['pommes de terre et apparentés', 'riz', 'beurre', 'compotes', 'sucre et assimilés']","('beurre', 'huile')",True,0.15999999999999998,0.7900000000000009
289,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,15,dejeuner,seul,"['eau minérale plate', 'eau de source', 'eau du robinet', 'légumes feuilles', 'huile', 'jambons et charcuteries en pièces', 'yaourts et assimilés']",(),False,0.2,0.8151000000000013
290,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,15,gouter,accompagne,"['café', 'eau du robinet']","('café', 'thé et infusions')",True,0.2,0.8108000000000017
291,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,15,gouter,seul,"['autre eau', 'fruits', 'gâteaux']","('gâteaux', 'fruits')",True,0.15999999999999998,0.7807000000000015
292,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,15,gouter,seul,"['eau minérale plate', 'saucisses, saucissons, andouilles et boudins']",(),False,0.19,0.784400000000002
293,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,15,gouter,accompagne,"['thé et infusions', 'yaourts et assimilés', 'fruits']","('thé et infusions', 'café')",True,0.15999999999999998,0.7858000000000009
294,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,15,gouter,accompagne,"['thé et infusions', 'fruits']","('thé et infusions', 'café')",False,0.2,0.8108000000000013
295,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,15,diner,seul,"['sauces', 'légumes feuilles', 'saucisses, saucissons, andouilles et boudins', 'glaces']","('glaces', 'fruits')",True,0.2,0.8064000000000018
296,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,15,diner,seul,"['chicorée et poudre maltée', 'vin', 'pain', 'légumes feuilles', 'fruits', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",True,0.15999999999999998,0.7764000000000015
297,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,15,diner,accompagne,"['sauces', 'légumes feuilles', 'huile', 'crustacés', 'chocolat en tablettes']",(),False,0.19,0.784400000000002
298,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,15,diner,seul,"['pain', 'haricots verts et petits pois (légumes potagers)']","('pain', 'pâtes alimentaires')",False,0.15999999999999998,0.781600000000001
299,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,15,diner,accompagne,"['sauces', 'pain', 'pommes de terre et apparentés', 'huile', 'oléagineux et graines', 'confiture et miel']",(),False,0.2,0.8108000000000013
300,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,16,petit-dejeuner,accompagne,"['café', 'pain', 'lait en bouteille ou en brique', 'viennoiserie', 'confiture et miel']","('viennoiserie', 'compotes')",False,0.2,0.8020000000000018
301,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,16,petit-dejeuner,accompagne,"['aliments destinés à une alimentation particulière', 'café', 'beurre', 'fruits', 'sucre et assimilés']",(),False,0.15999999999999998,0.7764000000000015
302,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,16,petit-dejeuner,accompagne,"['café', 'thé et infusions', 'confiture et miel', 'sucre et assimilés']",(),False,0.19,0.784400000000002
303,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,16,petit-dejeuner,seul,"['jus de fruits (purs et à base  de concentré)', 'beurre', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés']","('beurre', 'margarine')",False,0.15999999999999998,0.777400000000001
304,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,16,petit-dejeuner,accompagne,"['pain', 'margarine', 'lait en bouteille ou en brique', 'confiture et miel']",(),False,0.2,0.8108000000000013
305,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,16,dejeuner,accompagne,"['café', 'eau du robinet', 'eau minérale plate', 'pommes de terre et apparentés', 'beurre', 'huile']","('beurre', 'huile')",True,0.21000000000000002,0.7976000000000019
306,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,16,dejeuner,seul,"['café', 'pain', 'volailles et lapins', 'fromages affinés']",(),False,0.15999999999999998,0.7764000000000015
307,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,16,dejeuner,accompagne,"['vin', 'pain', 'pommes de terre et apparentés', 'beurre', 'margarine', 'yaourts et assimilés', 'fruits']","('beurre', 'margarine')",False,0.18,0.780000000000002
308,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,16,dejeuner,accompagne,"['eau du robinet', 'pain', 'pommes de terre et apparentés', 'beurre', 'huile', 'poissons de mer', 'mollusques et coquillage', 'plats à base de légumes', 'fromages affinés', 'compotes']","('fromages affinés', 'yaourts et assimilés')",False,0.15999999999999998,0.773200000000001
309,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,16,dejeuner,accompagne,"['vin', 'pommes de terre et apparentés', 'porc', 'produits dérivés des poissons', 'yaourts et assimilés', 'fruits', 'fruits au sirop', 'gâteaux']","('gâteaux', 'crème dessert et lait gélifié')",True,0.2,0.8065000000000013
310,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,16,gouter,accompagne,"['café', 'eau du robinet', 'eau minérale plate']","('café', 'thé et infusions')",False,0.21000000000000002,0.7932000000000019
311,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,16,gouter,seul,"['fruits', 'confiture et miel']",(),False,0.15999999999999998,0.7764000000000015
312,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,16,gouter,accompagne,"['café', 'fruits', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.16999999999999998,0.7756000000000021
313,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,16,gouter,accompagne,"['café', 'eau minérale gazeuse', 'sodas et colas', 'oléagineux et graines']",(),False,0.15999999999999998,0.773200000000001
314,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,16,gouter,seul,"['céréales sucrées, glacées ou au miel', 'fruits']",(),False,0.2,0.8065000000000013
315,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,16,diner,seul,"['pain', 'légumes feuilles', 'huile']",(),False,0.21000000000000002,0.7932000000000019
316,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,16,diner,seul,"['pain', 'haricots verts et petits pois (légumes potagers)', 'jambons et charcuteries en pièces', 'produits dérivés des poissons', 'fruits', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.15999999999999998,0.7721000000000016
317,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,16,diner,accompagne,"['cidre', 'cocktails et mélanges', 'spiritueux et vins cuits', 'huile', 'margarine', 'agneau', 'jambons et charcuteries en pièces', 'beignets, crêpes et bouchées à la reine', 'bouillons', 'potages et soupes', 'lait en bouteille ou en brique', 'biscuits salés pour apéritif']","('margarine', 'huile')",True,0.15999999999999998,0.7712000000000021
318,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,16,diner,accompagne,"['eau du robinet', 'sauces', 'pain', 'pommes de terre et apparentés', 'légumes feuilles']","('sauces', 'herbes aromatiques')",False,0.15999999999999998,0.769000000000001
319,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,16,diner,accompagne,"['eau du robinet', 'sauces', 'margarine', 'yaourts et assimilés']","('margarine', 'huile')",True,0.2,0.8022000000000014
320,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,17,petit-dejeuner,accompagne,"['aliments destinés à une alimentation particulière', 'café', 'eau minérale plate', 'jus de fruits (purs et à base  de concentré)', 'confiture et miel']",(),False,0.21000000000000002,0.7932000000000019
321,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,17,petit-dejeuner,seul,"['jus de fruits (purs et à base  de concentré)', 'pain', 'fruits', 'confiture et miel', 'sucre et assimilés']",(),False,0.15999999999999998,0.7721000000000016
322,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,17,petit-dejeuner,accompagne,"['eau du robinet', 'beurre', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés']","('beurre', 'margarine')",True,0.15999999999999998,0.7668000000000021
323,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,17,petit-dejeuner,seul,"['cacao, poudres et boissons cacaotées', 'thé et infusions', 'huile', 'margarine', 'lait en bouteille ou en brique']","('margarine', 'huile')",False,0.15999999999999998,0.764800000000001
324,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,17,petit-dejeuner,seul,"['aliments destinés à une alimentation particulière', 'café', 'pain', 'beurre', 'margarine', 'lait en bouteille ou en brique']","('beurre', 'huile')",False,0.2,0.7979000000000014
325,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,17,dejeuner,accompagne,"[""condiments d'assaisonnement"", 'sauces', 'pain', 'légumes feuilles', 'huile', 'jambons et charcuteries en pièces', 'pâtés, terrines, rillettes et foie gras', 'volailles et lapins', 'plats garnis à base de viande']","(""condiments d'assaisonnement"", 'herbes aromatiques')",True,0.21000000000000002,0.7888000000000019
326,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,17,dejeuner,accompagne,"['café', 'thé et infusions', 'eau de source', 'vin', 'pain', 'huile', 'volailles et lapins', 'yaourts et assimilés', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.15999999999999998,0.7678000000000016
327,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,17,dejeuner,accompagne,"['eau de source', 'pommes de terre et apparentés', 'quiches et tartes salées', 'biscuits sucrés', 'fruits']","('biscuits sucrés', 'fruits')",True,0.15999999999999998,0.7624000000000022
328,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,17,dejeuner,accompagne,"['sauces', 'pommes de terre et apparentés', 'haricots verts et petits pois (légumes potagers)', 'volailles et lapins', 'plats à base de légumes']","('sauces', 'herbes aromatiques')",False,0.15999999999999998,0.760600000000001
329,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,17,dejeuner,accompagne,"['café', 'eau minérale plate', 'eau du robinet', 'vin', 'fromages frais non affinés', 'fruits']","('fromages frais non affinés', 'lait en bouteille ou en brique')",True,0.2,0.7936000000000014
330,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,17,gouter,accompagne,['fruits'],(),False,0.21000000000000002,0.7888000000000019
331,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,17,gouter,seul,"['café', 'autres boissons fraîches', 'confiture et miel']",(),False,0.15999999999999998,0.7678000000000016
332,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,17,gouter,accompagne,"['eau minérale plate', 'fruits']",(),False,0.15999999999999998,0.7624000000000022
333,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,17,gouter,accompagne,"['café', 'thé et infusions', 'eau minérale gazeuse', 'eau du robinet', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.15999999999999998,0.7564000000000011
334,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,17,gouter,seul,"['cacao, poudres et boissons cacaotées', 'eau minérale plate']","('cacao, poudres et boissons cacaotées', 'café')",True,0.2,0.7893000000000014
335,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,17,diner,seul,"['eau du robinet', 'haricots verts et petits pois (légumes potagers)', 'légumes feuilles', 'jambons et charcuteries en pièces', 'pâtés, terrines, rillettes et foie gras', 'fruits']",(),False,0.21000000000000002,0.7888000000000019
336,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,17,diner,seul,"['légumes feuilles', 'jambons et charcuteries en pièces', 'yaourts et assimilés']","('jambons et charcuteries en pièces', 'poissons de mer')",True,0.15999999999999998,0.7635000000000016
337,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,17,diner,accompagne,"['eau minérale plate', 'pain', 'légumes racines, tubercules ou bulbes', 'beurre', 'huile', 'autres sandwichs', 'pizzas', 'plats garnis à base de viande', 'potages et soupes', 'fromages affinés', 'fromages fondus', 'yaourts et assimilés', 'biscuits salés pour apéritif']","('beurre', 'margarine')",False,0.14999999999999997,0.7580000000000022
338,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,17,diner,accompagne,"['sauces', 'abats', 'jambons et charcuteries en pièces', 'potages et soupes']","('jambons et charcuteries en pièces', 'volailles et lapins')",True,0.15999999999999998,0.7522000000000011
339,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,17,diner,seul,"['autre eau', 'champignons', 'légumes tiges', 'oeufs et dérivés', 'plats garnis à base de viande', 'yaourts et assimilés', 'fruits', 'confiture et miel']",(),False,0.2,0.7893000000000014
340,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,18,petit-dejeuner,accompagne,"['café', 'margarine', 'lait en bouteille ou en brique', 'confiture et miel']",(),False,0.21000000000000002,0.7888000000000019
341,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,18,petit-dejeuner,seul,"['aliments destinés à une alimentation particulière', 'café', 'jus de fruits (purs et à base  de concentré)', 'pain', 'beurre', 'margarine', 'sucre et assimilés']",(),False,0.15999999999999998,0.7635000000000016
342,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,18,petit-dejeuner,accompagne,"['café', 'eau du robinet', 'confiture et miel', 'sucre et assimilés']",(),False,0.14999999999999997,0.7580000000000022
343,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,18,petit-dejeuner,seul,"['pain', 'beurre', 'sucre et assimilés']","('beurre', 'huile')",False,0.14999999999999997,0.7480000000000011
344,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,18,petit-dejeuner,accompagne,"['cacao, poudres et boissons cacaotées', 'café', 'pain', 'yaourts et assimilés']","('café', 'chicorée et poudre maltée')",False,0.2,0.7850000000000015
345,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B478B9C8>,8,7,18,dejeuner,accompagne,"['eau du robinet', 'eau minérale plate', 'herbes aromatiques', 'pain', 'légumes racines, tubercules ou bulbes', 'légumes fruits', 'mélanges de légumes, légumes préparés et autres légumes', 'huile', 'pâtés, terrines, rillettes et foie gras', 'saucisses, saucissons, andouilles et boudins', 'quiches et tartes salées']","('saucisses, saucissons, andouilles et boudins', 'porc')",True,0.21000000000000002,0.784400000000002
346,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B5016C88>,3,8,18,dejeuner,accompagne,"['pâtes alimentaires', 'riz', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'huile', 'poissons de mer', 'confiture et miel']",(),False,0.15999999999999998,0.7635000000000016
347,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B502A488>,6,9,18,dejeuner,accompagne,"['eau minérale plate', 'sauces', 'huile', 'margarine', 'boeuf en pièces ou haché']","('margarine', 'huile')",True,0.14999999999999997,0.7536000000000023
348,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B454E208>,7,10,18,dejeuner,accompagne,"['sauces', 'pâtes alimentaires', 'légumes feuilles', 'huile', 'margarine', 'sandwichs baguette', 'fromage blanc et petits suisses', 'entremets']","('margarine', 'huile')",False,0.13999999999999996,0.7438000000000011
349,1.15,1.075,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3250A48>,1,11,18,dejeuner,seul,"['vin', 'pommes de terre et apparentés', 'pâtes alimentaires', 'huile', 'produits dérivés des poissons', 'gâteaux']","('gâteaux', 'fruits')",True,0.2,0.7807000000000015
